"","AlignID","Factor","tmean","FoundIn","4_Blank","109_QC","110_QC","23_QC","29_QC","35_QC","50_QC","56_QC","62_QC","7_QC","77_QC","8_QC","83_QC","90_QC","96_QC","10_GC_Neg","100_MB_CPos2","101_GC_Neg","102_GC_0","103_GC_Pos","104_GC_2","105_GC_A","106_GC_1","107_GC_C","108_GC_B","11_GC_0","12_GC_Pos","13_GC_2","14_GC_A","15_GC_1","16_GC_C","17_GC_B","18_MB_CNeg0","19_MB_CNeg2","20_MB_APos2","21_MB_BPos1","22_MB_APos1","24_MB_ANeg0","25_MB_CPos2","26_MB_BPos0","27_MB_CNeg0","28_MB_APos2","30_MB_ANeg1","31_MB_APos2","32_MB_APos0","33_MB_CNeg0","34_MB_BPos0","37_GC_Neg","38_GC_0","39_GC_Pos","40_GC_2","41_GC_A","42_GC_1","43_GC_C","44_GC_B","45_MB_APos0","46_MB_BPos2","47_MB_ANeg1","48_MB_CNeg2","49_MB_CPos0","51_MB_CNeg2","52_MB_CNeg1","53_MB_BPos1","54_MB_APos1","55_MB_BNeg0","57_MB_APos1","58_MB_ANeg2","59_MB_BPos2","60_MB_CPos2","61_MB_BNeg1","64_GC_Neg","65_GC_0","66_GC_Pos","67_GC_2","68_GC_A","69_GC_1","70_GC_C","71_GC_B","72_MB_ANeg2","73_MB_BPos2","74_MB_CPos0","75_MB_BNeg1","76_MB_ANeg1","78_MB_APos0","79_MB_BNeg1","80_MB_CPos1","81_MB_BPos0","82_MB_ANeg0","85_MB_BPos1","86_MB_CNeg1","87_MB_BNeg2","88_MB_CPos1","89_MB_BNeg0","91_MB_CNeg1","92_MB_CPos0","93_MB_BNeg0","94_MB_ANeg0","95_MB_BNeg2","97_MB_ANeg2","98_MB_CPos1","99_MB_BNeg2"
"987",928,"Factor #928",26.7153,101,119.5652,516,265.6087,235.1739,261.3478,276.4783,259.2609,240.3913,165.913,229.6522,363.2609,253.2609,542,344.913,402.7391,206.0435,391.8696,475.4348,350.9565,200.8696,378.5217,400.0435,263.3478,347,294.4348,247.8696,146.5217,490.7391,224.913,206,184.8696,373.8261,212.5217,218.6315,258.1304,174.2174,188.5652,485.913,739,272.913,226.6522,232.3913,226.8696,314.7826,213.3478,239.6957,303.6522,129.4348,127.2174,169.1304,275.087,156.7391,197.1739,248.6087,254,188.7826,222.2609,542,288.913,332.6957,331.2609,589.5652,251.9565,209.087,312.3913,403.3913,553.1739,214.1304,417.8589,640.2609,524.6522,225.8696,303.087,208.8261,294.0435,162.8261,341.5217,239.3043,499.5217,262.9394,298.5217,507.9565,345.5217,360.1739,523.4348,297.2609,475.913,708.5217,246.1739,560,284.087,326.3478,295.7826,445.2609,184.5652,429.087,509,435.6087,187.4783,260.3659,491
"993",989,"Factor #989",26.9328,101,94.04447,1057,2340,1023.295,670.7042,341.1658,980.1364,161.8031,592.72,350.2503,518.2218,336.3415,887.8293,1503.432,1128.199,456.5424,1084.615,978.7124,668,1517.547,784.699,1978.361,949.1227,1858.304,2619.981,627.3133,832.7213,682.7011,1076.994,405.604,303.949,106.8696,434.087,686.2838,775.8279,339.5517,1133.668,1224.425,303.3224,411.8575,1006,900.3463,652.6556,1780,1264.071,1129.057,367.1735,297.9872,337.0674,637.2059,630.615,894.9198,1044.155,949.8086,614.381,774.2214,250.0435,458.2712,792.509,826.1529,1567.253,1246.992,391.8848,1152.592,304.0744,444.6478,548.128,234.3478,381.571,840.1706,604.9042,587.4853,823.6709,748.6072,1584.001,1323.544,1250.119,547.9386,1018.834,884.6957,158.4348,187.6447,228.5976,864.2533,692.7189,1398.439,421.054,1639.993,338.8631,1027.412,898.3751,1968.141,1236.259,748,1874.727,573.91,1235.454,506.5217,1551.186,2397.15,968.2943
"995",995,"Factor #995",26.9604,101,742.4919,8970,9248,6522.396,6229,6685,6982,8108,7833,4647,7633,4843.227,7166,7582.666,8949,4748,7078.705,6187.409,10038.85,11918.56,5957.022,12152.93,5988,9466,12846.46,5338,6072.619,5152,7935,6787.143,6947,3796,5910.989,9355,8823,2722,8076,9104,5038,2665,6042,8792.949,4954,9998,8644,6939,2893,5912,6944,7501,6228,8393.141,7378,8354,3835,7267,2303,5267,8075.15,8690.234,10655,11065,2884,11228,5682,11440,10185,3118,2256,7904,6687,6847,8368.318,6962,9841,8185,9557.568,4533,9208,4398.978,9785,6707,5717.602,8310.663,6256,11313.7,3403,9384.676,2766,10703,5889,10614,5689.427,9711.602,12760,6178.828,12547,6253,10392,12519.36,6359.576
"996",994,"Factor #994",26.9608,101,742.4919,8970,9248,6550,6229,6685,6982,8108,7833,4647,7573,4885,7166,7609,8949,4748,7090,6218,10078,11945,5991,12915,6033,9466,12866,5338,6123,5083,7935,6838,6947,3796,5934,9355,8823,2722,8076,9104,5038,2665,5916,8833,4954,9998,8644,6939,2893,5850,6944,7501,6228,8422,7378,8354,3835,7267,2303,5267,8112,8717,10655,11065,2884,11228,5682,11440,10185,3118,6391,7904,6687,6847,8756,6962,9841,8185,9582,4533,9208,4385,9785,6707,5859,8334,6256,11561,3403,9417,2766,10703,5889,10614,5969,9746,12760,6280,12547,6301,10392,12543,6393
"997",996,"Factor #996",26.9617,101,742.4919,8938.486,9214.937,6522.396,6200.112,6655.972,6950.77,7761.043,7804.338,4603.795,7547.61,4843.227,7136.726,7582.666,8922.333,4744.941,7078.705,6088.315,10038.85,11626.17,5957.022,12884.24,5952.16,9420.438,12846.46,5312.621,6051.271,5049.047,7885.892,6787.143,6885.152,3763.849,5910.989,9311.265,8788.854,2681.804,8052.21,9072.85,5038,2665,6021.96,8792.949,4925.449,9967.892,8623.872,6914.976,2853.5,5853.681,6930.354,7474.676,6182.26,8393.141,7338.401,8085.08,3518,7196.92,2316.616,5244.335,8075.15,8690.234,10623.69,11035.18,2844.508,11209.65,5521.308,11402.2,9781.36,3111.655,6380.204,7869.091,6686.199,6675.597,8728.318,6962,9841,8156.258,9557.568,4502.547,9175.291,4014.283,9788.717,6681.062,5717.602,8310.663,5758.029,11544.05,3251.483,9384.676,2597.132,10623.62,5858.603,10594.02,5940.45,9711.602,12310.45,6250.523,12515.44,6271.448,10358.37,12519.36,6359.576
"998",997,"Factor #997",26.965,101,742.4919,7633.008,8698.85,3408.299,5801.763,5342.018,6646.544,5767.395,7291.903,4484.752,7547.61,2068.775,6850.422,7582.666,6665.845,2522.457,7078.705,6088.315,8910.126,11626.17,5199.379,12556.72,4529.652,9429.977,12645.33,2001.777,4754,4641.059,6434.595,3863.097,6423.934,2100.07,4113.588,9311.265,4087.622,2681.804,3052.288,8747.241,5039.037,2539.582,1984.734,4012.239,4898.015,7550.059,2155.225,5727,2158.294,4250.99,1688,4262.626,3769.368,6127.271,7338.401,6911.022,1947.032,7242.485,1335.099,4800.323,7011.44,8690.234,2143,10447.05,1623.33,11209.65,4815.948,10723.42,10147.93,2564.431,6308.076,7249.11,6256.811,1258,8153.318,6440.971,9535.297,8062.9,7309.987,4502.547,7362.117,4385.935,9788.717,4921.975,3865.97,7460.249,4013.701,6007.323,2882.117,9384.676,2333.567,9820.793,4635.28,10594.02,5689.427,9711.602,12310.45,6178.828,11901.91,6221.72,9595.392,12519.36,6359.576
"999",998,"Factor #998",26.9652,101,748.0487,8613.617,8698.85,5442.108,5801.763,5167.193,5773.562,5767.395,6290.501,4484.752,5008,4685.662,5969.117,7582.666,8758.203,3914.258,7078.705,6088.315,9551.909,11918.56,5704.287,12884.24,3679.666,9429.977,12645.33,2001.777,5729.46,5049.047,3927.522,5817.186,6885.152,2324.547,3783.501,8896.395,8788.854,2284.543,4349.972,4728.979,4775.124,2539.582,2856.671,4012.239,3918.232,5953.841,4587.374,3634.442,2158.294,5915.981,5145.02,6274.806,6207.166,8393.141,7338.401,8085.08,3776.324,6782.051,1687.139,5244.335,7011.44,8690.234,10623.69,11035.18,2295.709,10771.65,5381.258,9119.562,8921.584,2919.76,5225.989,7752.675,6256.811,6711.467,8728.318,6440.971,9816.688,7523.649,7309.987,3665.553,7362.117,4385.935,9570.586,4921.975,5717.602,5969.747,5012.105,7956.219,3251.483,9384.676,2333.567,9926.443,910,10324.67,5689.427,9216.712,12310.45,6250.523,4874,4161.243,9595.392,12104.88,6359.576
"1000",1003,"Factor #1003",27.0077,101,16.59037,2446.273,325.0391,1202.981,861.5418,750,457.4957,727.652,754.0283,1759.634,288.7215,1482.801,425.862,341.7192,311.41,2206.438,819.3665,452.7235,3752.401,4683.019,245.5445,5060.675,2355.656,3388.523,510.0206,1869.403,929.813,1182.741,1515.939,1386,1349.741,1082.634,1923.678,299.7252,615.5054,897.5985,2113.192,930.1529,7789.156,639.6184,2372,840.3033,687,853.9264,1791.857,1812.555,258.532,1208.772,808.7128,390.974,555,764.4103,699.884,1123.494,548.8687,950,1380.919,822.149,200.0616,611.2477,500.4491,320.8218,91.77642,1008.54,636.7129,1338.685,1728.938,1507,1789.137,261.3251,791.5216,596.0883,265.8787,581.4412,609.1714,407.2756,658.0058,355.3199,3604.366,1309.092,332.4634,1517.971,1316.322,713.0223,173.4643,817.3102,166.5922,3361.318,316.8708,3857.596,349.1111,767.0733,364.9381,696.0443,1623.432,287.1325,1264.141,1192.934,3273.194,602.5088,779.0278
"1001",1000,"Factor #1000",27.029,101,42.50911,250.0435,317.4348,1972,1532,1054,484.3653,654,834,4749,317.2867,4583,448.0359,490.5453,326.7143,6859,833,452.7235,272.3913,410.9325,244.0224,162.3913,167.4783,106.4348,510.0206,4360,1626,3731,2472,2199,4483,2229,5286,383.16,607,137.9407,3512,923,8460,745,5500,904,1294,891,4035,3464,347.619,1617,1076,442.0609,943,806,637,1280,504,1671,6472,833,220.7138,599,246.1469,320.8218,66.49356,1496,625,1712,278.7558,3658,2829,275.6294,948,551,313.0393,620,630,515,736,355.3199,132.6108,4675,334.5069,95.08696,216.7826,699,172.1398,1118,184.0921,188.957,61.90553,182.4783,132.9565,602,423.8946,286.7826,412.7775,285.9127,210.8261,127.9166,104.8087,614.9001,148.1739
"1002",1002,"Factor #1002",27.029,101,35.63968,250.0435,317.4348,741,1543.972,818,484.3653,727.652,845.6617,4528.745,317.2867,2707.395,448.0359,490.5453,326.7143,4111.976,868.6709,452.7235,272.3913,410.9325,244.4676,162.3913,167.4783,106.4348,510.0206,2536,872,3291.307,1112,1735,3828.727,1606,3467,383.16,523,137.9407,3017,550,5503.47,616,5500,899.6946,1304.404,843,3494.944,2310,347.619,1003,1047.237,442.0609,957.3966,817.9755,699.884,1260.814,568.2165,1687.284,6306.484,598,220.7138,611.2477,246.1469,320.8218,66.70807,1514.234,674.8868,1323,278.7558,3183.555,1023,275.6294,616,596.0883,313.0393,632.789,640.954,495.8409,757.1797,355.3199,103.2095,4348.005,334.5069,95.08696,216.7826,713.0223,172.9424,796,184.2794,188.957,61.90553,182.4783,132.9565,705,423.8946,286.7826,412.7775,286.318,210.8261,128.2189,99.86957,614.9001,148.1739
"1003",1001,"Factor #1001",27.0297,101,39.82848,250.0435,317.4348,1972,1529,1017,484.3653,707,845.6617,4760.996,317.2867,2450,448.0359,490.5453,326.7143,6859,868.6709,452.7235,272.3913,410.9325,244.4895,162.3913,167.4783,106.4348,510.0206,4360,1626,3731,2472,2183,4509.032,1751,5286,383.16,507,137.9407,3512,919,8460,805,5500,751,1222,759,4035,3464,347.619,1203,1089.15,442.0609,957.3966,753,673,1280,568.2165,1581,6472,833,220.7138,518,246.1469,320.8218,66.68765,864,603,1712,278.7558,3658,2829,275.6294,728,584,313.0393,575,598,509.2322,741,355.3199,132.6108,1348,334.5069,95.08696,216.7826,713.0223,172.8306,1128,184.1745,188.957,61.90553,182.4783,132.9565,753,423.8946,286.7826,412.7775,286.3645,210.8261,128.2552,105.2534,614.9001,148.1739
"1004",1005,"Factor #1005",27.127,101,18.55006,137.6931,113.8852,45.53335,125.6957,118.7826,102.5217,124.4783,106.1646,82.04348,65.43478,94.32586,58.9674,82.78261,105.4746,53.37298,72.40114,31.40849,29.71096,662.6087,13.38412,62.37227,181.7286,571.2609,83.13599,97.69565,95.82609,121.4348,108.4348,93.21055,136.255,78.65217,56.81012,306,36.7766,37.90227,50.86922,50.51971,65.60372,29.62021,62.92961,47.57998,49.66315,50.33734,58.14366,110.5349,8.436979,41.7758,96.3913,99.78868,121.1739,100.5652,47.19263,147.0435,40.67378,39.87977,53.28228,44.40288,192.3043,1146,245.4348,55.28042,36.73625,51.27915,53.23626,85.49669,507,37.3436,69.42522,27.63505,59.73705,97.34638,124.8696,137.4499,79.25109,43.02233,106.9704,48.00794,539.913,111.3435,911,7.420606,61.86957,38.79722,24.44418,90.41044,19.66783,38.32731,22.61647,9.48047,125.6087,123.9258,33.75618,46.73925,789,8.5866,40.63965,230.7028,610.4783,76.69752,171.9272
"1005",1004,"Factor #1004",27.1282,101,5.519113,136.8376,113.1039,45.02755,125.6957,118.7826,102.5217,124.4783,107.095,82.04348,65.43478,93.44558,57.77533,82.78261,104.8769,47.65276,70.19379,5.76829,28.22372,662.6087,20.54821,60.82184,184.5232,571,78.16288,97.69565,95.82609,121.4348,108.4348,92.63748,135.0122,78.65217,89.52767,272.8261,34.10581,37.85791,49.32657,49.90966,63.35176,12.2205,63.02871,47.54472,48.62605,48.0326,56.76213,109.3902,39.98358,41.63672,96.3913,83.13043,121.1739,100.5652,46.93591,147.0435,40.72079,6.505351,53.20717,44.29773,192.3043,1213,245.4348,54.78028,37.08864,50.654,14.3451,84.04348,514,35.58727,71.58231,27.67123,58.54849,97.63674,75.43187,136.6087,58.76601,16.81788,106.2543,46.58035,540,133.6556,915,5.489058,62.10847,36.38129,30.2577,88.09868,13.2598,37.82314,22.55853,8.26314,125.6087,122.6554,33.54267,46.66218,789,8.460311,39.22432,232.8939,610.4783,76.47788,171.3708
"1007",1008,"Factor #1008",27.2522,101,28.08267,917.6522,890.8261,698.1304,674.2174,708.5217,607,605.7826,676.7391,530.3043,572.3478,686.5217,641.6957,598.5217,636,750.087,1949.043,431.8261,673,1126,373.4783,271.4348,527.8696,566.9565,927,459.4348,465.1739,912.1304,535,646,1267.609,529.3043,1183,576,283.2609,135.4783,883,312.8261,2253,222.7826,961.9565,306.5652,427.6522,306.4783,1064,963,221,719.6522,553.6087,486.1739,926.6087,563.5217,559.3043,1093.522,513.9565,825.3913,1554,450.4783,457,917.3043,810.087,851.4783,211.1739,1103.174,350,817,589.1304,860,2119,368.7826,723,539.5652,511.1739,781.6957,617.3478,513.3478,999,529.8696,567,2063.087,726,278.5652,405.087,787.8261,322.5652,1148.174,223.7826,309.913,103.1304,797,465.3478,1196.87,447.5652,806.1304,925,314.4348,358.2174,509.2174,629.2609,867.7391,580.913
"1008",1007,"Factor #1007",27.253,101,32.72034,918,891,677,674,702,594.9565,606,677,530,485.8261,687,633,594,655.5652,745,1949,431.8261,591,1205,373.4783,267.4783,527.8696,567,927,459.4348,456.6957,912,534.9565,668,1260,529,1168,575.5652,283.2609,135.4783,992,312.8261,2354,210.8261,908,306.5652,371.6957,306.4783,1064,963,221,720,548,486.1739,927,563.5217,559,1094,513.9565,825,1684,450.4783,457,917,675,851,211.1739,1032,350,970,589.1304,1415,1521,368.7826,690,539.5652,511.1739,781,617,513.3478,1090,529.8696,615.1739,2021,859,278.5652,371.7826,788,322.5652,1148,223.7826,309.913,96.5512,727,465.3478,1197,447.5652,806,1175,314.4348,358.2174,509.2174,629.2609,815,581
"1009",1011,"Factor #1011",27.2535,101,23.46424,912.4783,890.8261,698.1304,651.4348,702.1739,607.3478,585.4783,634.2174,444.6087,522,655.9565,632.6522,598.8261,655.5652,643,1946.174,410.5652,683.6087,963.1739,373.4783,271.4348,527.8696,542.3478,914.3913,448.1304,371.3043,912.1304,374.3043,506.3478,1206.783,453.4348,1168,550.4783,283.2609,135.4783,939.6522,312.8261,2088.435,210.8261,894.2609,281.1739,371.9565,306.4783,1013.783,773.6522,210.9565,660.913,553.6087,486.1739,926.6087,525.5217,520.3478,653,438.0435,806.7391,1683.696,434.913,457,740.9565,781.4348,776.5217,199.2609,783.0435,306.4348,970.3913,490.3913,1365.043,1979.957,365.7391,643.4783,537.8261,463.0435,732.8696,617.3478,494.7826,759.3913,522.6522,581.6522,1264,725.8696,278.5652,394.2174,784.6957,322.5652,1135.391,223.7826,309.913,56.06869,762.7826,415.087,1191.174,419.7391,694,1170.826,295.5652,358.2174,504.4783,572.7826,867.7391,580.913
"1010",1012,"Factor #1012",27.2548,101,15.59246,912.4783,861.5652,621.2174,674.2174,661.6957,594.9565,585.4783,579.1304,444.6087,572.3478,631.5652,641.6957,594.0435,636.3913,643.2174,1946.174,431.8261,696.0435,597,373.4783,271.4348,527.8696,566.9565,894.7826,448.1304,456.6957,866.087,423.2609,506.3478,1105.652,453.4348,1082.043,550.4783,283.2609,135.4783,939.6522,312.8261,1185,222.7826,894.2609,306.5652,371.9565,306.4783,381.3478,721.1739,221,632.2174,553.6087,486.1739,730.1304,563.5217,539.8696,934.7391,489.1304,603.4348,1554.261,450.4783,457,739.7826,781.4348,702.3913,199.2609,1090.174,350,894.087,490.3913,774.3478,1412.435,365.7391,722.8696,539.5652,442.7826,678.3043,617.3478,476.5217,998.5217,529.8696,581.6522,2063.087,575,278.5652,405.087,735.913,322.5652,1105.087,223.7826,309.913,90.02493,762.7826,460.1739,1088,419.7391,758.6957,1175.217,314.4348,358.2174,509.2174,572.7826,867.7391,500.4783
"1011",1009,"Factor #1009",27.2573,101,23.62266,917.6522,890.8261,698.1304,540,661.6957,595,585,604,475.4783,567,686.5217,641.6957,588.3478,655.5652,645.913,1949.043,431.8261,703.087,792.3913,373.4783,271.4348,527.8696,542.3478,914.3913,383.1304,404.0435,711.0435,351.5652,506.3478,1206.783,502.8261,1182.696,520,283.2609,100.6957,939.6522,312.8261,2088.435,210.8261,741,256.3478,371.6957,234.4348,920.5217,963,210.9565,719.6522,547.913,486.1739,778.7826,563.5217,520.3478,1051.043,438.0435,788,1434.043,450.4783,457,741,680,702,199.2609,1090,350,970.3913,562.8261,1321.13,2119,365.7391,722.8696,539.5652,511.1739,678,617.3478,476.5217,1089.957,529.8696,581.6522,1941.13,820.8261,278.5652,371.7826,736,322.5652,1148.174,223.7826,309.913,115.1052,713,415.087,1196.87,447.5652,643,1171,139.2315,358.2174,504.4783,621.5217,812,500.4783
"1014",1010,"Factor #1010",27.2721,101,28.62596,808.7826,679.3043,248.5206,283.5217,292.0564,421.913,279.9486,505.7826,245.4551,440.913,246.2174,461.8261,271.9565,290.2609,442.5652,794.3913,302.3913,214.8261,440.913,220.3043,267.4783,527.8696,387.3043,1296.675,177.2617,311.1739,506.6522,311.1578,472.9263,852.1304,327.8261,1082.043,519.5217,236.3043,134.4348,604,217.087,1363.652,210.8261,829.4348,145.8098,399.4403,158.6087,456.1739,721.1739,126.1739,548.3478,544.4348,272.1739,413.9565,409.1739,396.3913,935,281.9565,267.8539,348.5217,437.003,341.0435,582.5217,524.9565,624.2609,179.1304,592,135.3913,639,238.6087,774.3478,1412.435,368.7826,273.8013,473.5217,246.2174,553.913,182.8741,416.7391,637,339.7391,464.2609,646,340.6957,248.0435,385.5652,617.913,232.8828,1025.349,202.4348,287.2174,134.0848,412.5652,210.2609,1441.998,254.6522,402.913,759.5217,190.1031,265.1739,363.7391,493.913,812,364.6957
"1015",1015,"Factor #1015",27.2808,101,27.12559,475.913,411.1304,363.4348,342.6087,307.5217,266.3043,299.5652,317.7391,258.2609,304.3478,216.7391,274.2609,271.9565,299.6087,275.7826,412.8696,212.4783,214.8261,175.4454,143.1304,146.1739,96.08696,132.7391,2030,181.4348,145.9565,183.913,462.4783,687,460.4783,161.7826,237.2776,229.913,160.3043,81.69565,602,175.0435,276.2609,78.32292,272.5761,148.913,528.6522,183.087,456.1739,253.1204,73.91304,261.3043,130.087,167.8696,221.6087,283.0435,430.3478,483.1304,144,356.2609,348.5217,501.6087,231.4766,158.9565,211.5217,192.8261,107.0031,663.1739,150.9565,612.2609,264.8271,299.4783,500.9693,93.30925,305.8261,184.3043,156.5652,231.2174,310.8261,429.3043,521.8696,166,154.3913,298.4783,158.0975,96.25345,275.0435,237.1304,63.72191,2444,129.4554,190.2174,76.93768,133.3043,126.3415,2084,258.6957,128.4783,256.7019,171.4418,151.5652,161.3698,146.7391,1885,193.5652
"1016",1016,"Factor #1016",27.3412,101,8.682727,150.4991,186.0757,135.1739,144.3913,128.1304,115.473,126.6087,90.13043,201.1739,96.3913,189.1739,136.4783,118.0435,161.087,217.087,225.8261,136.0435,40.28191,188.3148,117.0435,52.22102,85.10251,82.14003,132.5412,225.4348,22.85212,186.6087,154.5652,144.5652,204,146.1739,303.2174,22.99421,83.30435,22.94737,311.3913,90.17391,497.3913,18.59479,376.2681,48.08807,143.0435,62.93097,339.8972,337.8696,61.69565,144.4783,100.7391,26.74884,147.8261,97.95652,115.5652,169.1739,63.90842,172.1243,1036,95.45976,13.82294,121.764,102.4783,107,19.85965,237,90.95652,274.5217,30.36322,715,387.2269,33.0924,161.9565,130.4783,64.82609,170.913,136.7763,131.7826,137.6522,81.04348,19.6251,1252,113.6522,49.91757,68.26087,155.6087,16.39018,194.4348,11.32407,51.22416,10.05664,75.86957,69.6087,153,72.86957,108.3043,212.6204,96.13043,25.74089,49.00425,72.09649,150.278,87.50321
"1018",1019,"Factor #1019",27.35,101,39.17391,117.6957,129.8647,64.65898,74.82609,118.2771,104.1739,124.8699,228.9096,28.51402,68.54269,32.40268,66.83543,48.08372,74.51751,76.51359,51.76861,43.95038,54.65851,920,35.54687,44.10688,527.6261,447.3481,543,98.3913,56.71846,202.5217,122.6522,75.48843,82.66905,69.7475,205.8261,43.24355,40.11172,28.78759,102.5132,143.2443,39.58368,135.8496,96.6426,28.98732,41.01409,66.43478,79.02834,107.1627,73.52174,51.16944,65,62.91138,56.2688,165.5426,21.92628,69.04348,78.92341,66.04341,70.86958,74.18382,70.06757,214.0145,83.6087,25.45041,20.38208,189.5764,158.9258,101.7468,46.73595,97.07219,649.4903,73.06595,78.4323,162.1012,145.1116,126.9565,552,115.5652,63.83133,227.4289,43.04199,1197.157,124.5044,40.8838,104.3043,82.82609,34.12808,514.8279,86.52174,56.78261,84.61029,122.3478,44.222,437.0395,42.19312,82.99915,889,22.8837,56.22066,470.6644,564,387.8544,174.0083
"1021",1021,"Factor #1021",27.4968,101,31.71254,71.05319,132.3913,53.5694,87.92811,72.95147,99.09262,115.7144,185.56,27.49505,48.65086,55.12551,50.53796,91.93043,82.76666,50.14772,93.73913,28.32032,92.91607,695,30.12218,74.75301,459.32,372.8698,522.1799,73.86957,48.03201,114.1791,94.91304,41.70904,54.17391,32.94457,196.3384,31.51737,71.54213,34.1966,30.08327,57.87283,70.60129,75.43478,86.3913,46.92612,73.57745,108.4348,93.13043,86.34639,39.06482,62.78261,45.94136,68.56522,78.38144,95.87294,76.2631,119.3478,125.2174,95.66167,97.07245,66.85312,78.69565,133.7594,113.9565,51.27262,37.46215,144.932,86.96643,68.63459,37.50009,79.91304,402.366,53.9866,75.70415,100.0492,109.5217,69.72363,521.3784,114.6351,80.96566,120.8018,53.56167,856,92.5587,50.71652,30.14547,54.3981,47.96366,148.2609,62.17391,56.04348,61.66984,78.266,46.51524,56.79705,62.60307,52.59485,721,37.70292,77.65217,383.372,426.0785,260.4627,97.14821
"1022",1024,"Factor #1024",27.6784,101,56.03607,855.8343,909.3729,695.5844,742.3196,696.3367,616,702.4292,718.7462,435.3089,642.1672,364.3205,643.1572,588.0855,805.0765,378.172,1287,441.6087,259.4783,705.8118,373.9565,534.8307,609.3889,735.7168,582,321.8794,495.1326,364.154,1038.817,887.3725,305.1102,417.6522,332.6622,320.1739,519,280.3614,829.0528,545.5701,954.7115,299.3043,420.4348,595.4337,2315.867,721.8801,912.6477,495.5217,234.1304,518.0547,453.9565,495.5645,649.2323,1015.102,887.0634,558,421.4783,786.9388,427.7826,1986,208.8261,624.5018,276.4783,266.3043,151.0301,1216,389.3478,1214.57,1014.625,586.2174,1236.168,374.9565,591.5528,305.2604,447.5757,676.8428,856.8073,816.594,731.6415,453.913,835.7493,299.7391,374,238.8261,917,681,286.6522,2057.641,227.8261,331.5613,72.8378,189.3478,408.8234,864,458.4348,226.3913,665.6104,393.9565,488.7357,684.8099,837.2093,1474,597.0876
"1023",1023,"Factor #1023",27.68,101,70.47628,810,893,666,684,696.3367,637.1052,702.4292,667,435.3089,547,281.5178,520,581,772,252.8146,1271,441.6087,259.4783,705.8118,373.9565,534.8307,609.3889,720,932,321.8794,495.1326,243.7658,1016,867,357.8059,417.6522,345.3849,320.1739,534.715,280.3614,823,545.5701,958.2193,299.3043,420.4348,585,2287,713,705,495.5217,234.1304,518,453.9565,495.5645,639,994,887.0634,687.0548,421.4783,766,477.0435,2031,208.8261,604,276.4783,266.3043,151.0301,855,389.3478,1091,939,625,1236.168,374.9565,508,308.6082,447.5757,620,664,547,731.6415,453.913,835.7493,299.7391,374,283.8696,1111,630,286.6522,2091,93.08696,331.5613,72.8378,189.3478,390.5626,1676,458.4348,261.1739,665.6104,393.9565,474.2575,684.8099,837.2093,1596,597.0876
"1024",1022,"Factor #1022",27.6808,101,73.3123,835,761,673,717,684,510,688,698,203.2597,633,344.4245,633,588.0855,737,363.7676,1226,441.6087,259.4783,656,373.9565,534.8307,594,720,1791,321.8794,471.5674,311.5672,1069,1055,353.9352,394.3913,296.2802,320.1739,534.715,280.3614,761,534,966.9907,299.3043,420.4348,546,2287,576,940,495.5217,234.1304,518.0547,442.1304,495.5645,602,994,852,653,421.4783,743,392.5788,2048,134.087,618,278.2609,266.3043,151.0301,1216,389.3478,1226,997,597.5217,1073,374.9565,552,308.6082,447.5757,598,839,798,685,453.913,707,307.244,374,283.8696,1160,788,286.6522,2091,227.8261,336.2827,58.75085,189.3478,390.5626,1676,458.4348,296.0435,606,393.9565,474.2575,603,783,1644,573
"1025",1025,"Factor #1025",27.686,101,84.90287,830.4864,892.5468,638.5409,681.1892,450.6411,584.366,686.4727,718.7462,317.2951,576.4281,534.8266,530.5485,557.1725,805.0765,271.9568,1310.524,425.0435,259.4783,609.4205,347.4783,490.222,602.6063,631.3255,1812.732,284.238,168.2676,506.3444,437.0865,738.0247,644.3653,223.6445,372.9928,225.8261,534.715,280.3614,606.8488,432.5266,994.3505,287,509.7465,167.4369,2224.121,639.9671,807.5238,485.3043,234.1304,278.3878,380.6087,495.5645,646.1453,1015.102,881.4547,687.0548,421.4783,783.2431,641.2542,1652.61,193.7826,609.98,278.2609,246.2609,140.6388,1232.353,389.3478,1214.57,1014.625,539.7307,1103.994,374.9565,577.4224,308.6082,447.5757,623.0602,804.6769,801.7679,686.3371,453.913,821,500.3926,362.1739,283.8696,1125.118,801.6017,286.6522,2121.423,227.8261,331.5613,61.09867,189.3478,390.5626,1698.116,364,296.0435,643.4799,393.9565,474.2575,612,792,1616.621,586
"1027",1027,"Factor #1027",27.7407,101,209.5217,109.4348,166.0435,981,859,544,320.5652,338.8696,240.8696,1419,193.7826,1519.804,213.6087,135.214,124.3913,1753,682,110.4783,71.78261,190,100.5217,80.73913,63.07498,163.9585,240.7313,1595,1511,1883,1779.13,1415,2175,764,1573,244.5217,744,28.02235,2262,771,3608.403,92.91304,1624,572,454.1304,760,2938,1634,86.43521,919,502.087,360.6087,728,587,361.1739,744,191.2174,848,1995.36,318,88.69565,450.6957,113.1739,253.1739,36.71686,839,214.1739,798,250.1593,2045,924.9438,157.529,406.4783,259.9565,119.7826,379.1739,322.0435,142.2609,363.3043,114.3043,232.3885,2461,140.2609,55.77721,271.9296,285.5217,50.99452,440.7391,66.42757,47.82815,106.7668,111.087,98.50731,396.6087,131.3478,62,310.3478,83.82609,95.06333,66.53064,193.8128,240.4348,126.0289
