"","AlignID","Factor","tmean","FoundIn","4_Blank","109_QC","110_QC","23_QC","29_QC","35_QC","50_QC","56_QC","62_QC","7_QC","77_QC","8_QC","83_QC","90_QC","96_QC","10_GC_Neg","100_MB_CPos2","101_GC_Neg","102_GC_0","103_GC_Pos","104_GC_2","105_GC_A","106_GC_1","107_GC_C","108_GC_B","11_GC_0","12_GC_Pos","13_GC_2","14_GC_A","15_GC_1","16_GC_C","17_GC_B","18_MB_CNeg0","19_MB_CNeg2","20_MB_APos2","21_MB_BPos1","22_MB_APos1","24_MB_ANeg0","25_MB_CPos2","26_MB_BPos0","27_MB_CNeg0","28_MB_APos2","30_MB_ANeg1","31_MB_APos2","32_MB_APos0","33_MB_CNeg0","34_MB_BPos0","37_GC_Neg","38_GC_0","39_GC_Pos","40_GC_2","41_GC_A","42_GC_1","43_GC_C","44_GC_B","45_MB_APos0","46_MB_BPos2","47_MB_ANeg1","48_MB_CNeg2","49_MB_CPos0","51_MB_CNeg2","52_MB_CNeg1","53_MB_BPos1","54_MB_APos1","55_MB_BNeg0","57_MB_APos1","58_MB_ANeg2","59_MB_BPos2","60_MB_CPos2","61_MB_BNeg1","64_GC_Neg","65_GC_0","66_GC_Pos","67_GC_2","68_GC_A","69_GC_1","70_GC_C","71_GC_B","72_MB_ANeg2","73_MB_BPos2","74_MB_CPos0","75_MB_BNeg1","76_MB_ANeg1","78_MB_APos0","79_MB_BNeg1","80_MB_CPos1","81_MB_BPos0","82_MB_ANeg0","85_MB_BPos1","86_MB_CNeg1","87_MB_BNeg2","88_MB_CPos1","89_MB_BNeg0","91_MB_CNeg1","92_MB_CPos0","93_MB_BNeg0","94_MB_ANeg0","95_MB_BNeg2","97_MB_ANeg2","98_MB_CPos1","99_MB_BNeg2"
"1",1,"Factor #1",3.1007,101,160.9355,949.4078,972.1393,774.9022,732.702,603.7768,768.8032,689.8607,818.9431,728.601,728.5284,740.9768,699.8089,853.941,639.0161,437.8152,654,314.1237,1299.6,255.1626,308.9522,385.7155,1679.379,1242.031,524.3631,395.7368,1116.361,916.9038,537.1128,848.0482,885.9402,771.0203,1273.924,1092.886,384.7628,547,704.9708,374.3152,635,349.9419,1505.467,450.5863,501.3742,479.5432,504.0361,1396.556,360.6932,596.7858,391.2237,1144.65,1046.926,440.3852,1042.987,1156.118,1088.478,460.2141,924.0252,503.4783,498,291.5454,1907.23,1322.206,713,655.3724,276.3846,739.341,1109.771,783.758,973,2292,647.2182,461.4868,522,1081.768,590.3358,1134.73,1048.805,1017.38,1019.332,910.9987,273.566,1628,340.5024,410.7152,1819,504.8375,323.4075,328.0506,1360.39,1312.232,550,448.6723,194.8788,1098.994,225.7336,303.1026,453.3566,1512.895,1181.357,448.4503,1624.102
"2",5,"Factor #5",3.1015,101,154.6871,1003.13,1045.492,954.467,750.4201,646.2343,778.1383,702.0387,886.0156,775.5962,769.3029,757.1725,811.1072,853.941,641.8899,481.6479,2337.983,282.6178,1429.757,119.1036,278.6524,306.4274,1679.379,1340.505,352.531,395.7368,1116.361,896.4127,537.1128,753.744,831.3139,698.4534,1212.863,1189.192,234.9801,1661.88,214.3913,300.3658,2178.24,336.4551,1762.697,369.5996,475.1532,417.1644,504.1862,1483.902,275.2846,560.9869,391.2237,1144.65,1111.757,449.2707,1133.585,1274.079,1098.634,438.554,680.7655,443.8509,1181.99,207.8024,1726.493,1370.298,1308.34,155.2609,210.8305,148.9565,580,523.026,2053.444,1020,613.6544,461.4868,1370.127,1105.002,572.8084,1120.493,1005.947,1017.38,1036.521,420.1756,158.7358,3796.335,312.1958,410.7152,1819,430.674,295.1825,276.3424,1353.082,1303.324,1547.067,397.3628,170.4357,1135.529,76.90514,254.9118,293.0531,1496.815,1171.292,383.6901,1747.064
"3",3,"Factor #3",3.1055,101,81.57464,1003.13,1045.492,898.829,750.4201,646.2343,778.1383,692.5047,886.0156,775.5962,769.3029,757.1725,811.1072,853.941,641.8899,513.8631,2327.706,276.5048,1429.757,148.6465,268.6002,339.6437,1679.379,1340.505,403.4308,395.7368,1116.361,896.4127,488.8867,753.744,831.3139,764.6253,1277.986,1189.192,248.6633,1660.839,704.9708,317.1329,2268.848,190.0216,1945.005,346.4887,475.3207,212.0417,504.1862,1496.986,260.2817,575.4266,391.2237,1144.65,1111.757,456.8625,1133.585,1274.079,1098.634,460.2141,240.9611,453.9135,1181.99,151.4706,1907.23,1370.298,1381.364,677.8417,207.4026,924.4224,1172.444,567.0226,607,4983.69,514.5088,458.6504,1370.127,1105.002,560.4571,1134.73,1005.947,1017.38,1036.521,283.5448,148.9941,1628,206.1411,410.7152,1647,377.1478,87.76587,263.6919,1360.39,1312.232,1593.185,421.4686,164.9968,1135.529,141.9414,261.9379,303.5915,1534.187,1171.292,402.1217,1747.064
"4",2,"Factor #2",3.1078,101,86.24864,949.4078,947.94,785.105,732.702,642.6691,768.8032,706.2278,816.2497,768.4931,728.5284,721.3683,729.3994,849.401,656.2964,437.8152,616,169.2685,1274.407,112.6386,83.43525,186.3666,1679.379,1242.031,83.56608,329.8804,1072.717,923.564,345.9265,883.3519,885.9402,827.3228,1173.478,1092.886,146.8758,1597.777,622.0069,293.7546,520,140.1762,517,213.316,242.9966,278.1316,525.7746,1483.902,163.5498,393.0543,229.0038,1144.65,1035.999,240.0595,1042.987,1149.348,1088.478,350.4756,81.65739,286.4109,1145.436,98.21193,1726.493,1316.544,1361.852,397.9282,161.3998,424.3526,582,534.7655,901,1020,380.2254,294.7239,1250.702,1081.768,355.0341,1088.09,1048.805,1017.38,1019.332,60.85213,206.8615,1475,111.1583,244.9715,3357.506,430.8211,128.2723,115.8862,1353.082,1215.86,1646.319,362.6229,146.0806,1098.994,205.349,160.5943,112.8444,1428.975,1181.357,284.157,1673.181
"6",6,"Factor #6",3.8407,101,7.9677,79,109.8261,286.6957,306.9565,285.7391,216.6087,167.7388,224.2609,323.9565,208.5652,355.2609,166.9565,200.8696,92.26087,513,237.1739,95,16.84352,163.4348,83.0353,113.913,63.30435,93.04348,112.2174,372.6957,280.1304,378.1739,309.0435,278.1304,386.7826,207.913,522.4783,121.5652,274.3043,91.56522,576,317.6957,807,81.78261,477.1739,240.6087,262.6522,246.4783,361.1304,365.5217,118.913,379.1304,304.0435,135.2174,257.2221,202.8696,216.0435,246.8696,164.8696,312.8696,802,266.1739,115.3913,227.6087,103.5652,146.1739,42.61496,253.9565,118.2174,333.087,54.74775,497.9565,389.7826,88.30435,258.3478,223.6087,134.6522,210.9565,252.2609,194,159.1739,148.6957,17.20742,541.1304,134.0435,33.88394,107.7391,159.2609,55.07253,117.5652,14.22465,89.52174,69.91469,86.95652,42.02808,264.3043,128.1304,65.86957,138.2609,91.56522,80.78261,59.86957,80.26087,111.0435,74.52174
"7",9,"Factor #9",4.0744,101,137.4184,454.9584,460.7145,1303,907,1224.619,722,624,713,1152.201,631,1141.689,517,577.866,519,662,864,406.1014,237.3702,499.7891,338.2739,383.7099,291.8405,128.0429,543.8257,1029,1003,1351.467,1034,788,536,996,1416,571.6174,722,267.8739,1631,605,2395.418,411.5547,1314,981,1154,831,1771.446,677,434.2295,1167,647,747.8658,1116,777,531,709,678.7945,1111,902,886,378.3794,606,460.3208,556.9474,118.4273,624,568,1185,474.5474,2702.796,1977,207.4895,1131,520,517.2508,774,636,511,742.56,484.2127,284.7354,1123,537,119.1193,355.8298,772,144.3231,822,172.364,384.6952,101.8757,389.2955,331.6576,764.2962,535.5138,394.8755,568.8785,328.6724,457.9783,267.6933,271.8715,603,143.7881
"8",13,"Factor #13",4.0815,101,132.1124,454.9584,460.7145,1416.296,1367.958,1052.795,678.2897,884.8907,758.9757,612.7297,617.8672,1106.602,662.3801,577.866,456.5566,977.7305,720.1972,401.5362,237.3702,486.876,338.2739,383.7099,291.8405,104.3826,543.8257,528,816.8161,1334.989,1230.057,1159.38,1234.036,875.2126,984,571.6174,1058.558,267.8739,2305.891,1081.686,2337.513,411.5547,2050.805,767.9932,641.5622,706.0029,1415.458,930.5995,434.2295,579,1134.339,635.7842,1140.917,743.3853,813.2492,1114.801,678.7945,1276.366,2678.902,1018.354,378.3794,828.7229,460.3208,556.9474,118.4273,641.3126,720.681,1087.239,474.5474,821.1248,933.444,207.4895,662,473.4064,517.2508,817.0224,575.2857,523.395,741.473,484.2127,284.7354,2405.213,546.9454,118.9915,345.7863,867.8214,144.073,868.4126,98.29989,384.6952,101.8757,389.2955,331.6576,764.2962,535.5138,394.8755,568.8785,328.6724,434.3261,267.6933,271.8715,568.3059,225.1053
"9",7,"Factor #7",4.0818,101,137.4184,454.9584,460.7145,1419,1370,1023,1020,968,724,1119,631,1147,597,560,521,1907,1028,406.1014,237.3702,499.7891,338.2739,383.7099,291.8405,139.1091,534,1228,1079,1361,1383,1137,1279,1176,1702,537,1098,267.8739,2272,1084,2416,411.5547,2035,1103,1126,1130,1736,1577,434.2295,1791,1312,734,1123,1007,799,1101,606,1289,2938,1102,378.3794,827,460.3208,546,118.4273,1422,696,1299,474.5474,2712,1977,207.4895,1128,813,508,886,816,513,727,484.2127,284.7354,2357,546.9454,119.1355,355.8298,936,145.0535,922,172.364,384.6952,101.8757,389.2955,331.6576,750,522,394.8755,559,328.6724,457.9783,267.6933,271.8715,622,225.1053
"10",8,"Factor #8",4.0842,101,137.4184,454.9584,460.7145,1134,1393.436,704,1037.505,923,744,1132,650.3127,1121,628,577.866,532.6435,1886,971,406.1014,237.3702,499.7891,338.2739,383.7099,291.8405,142.0788,543.8257,1014,1037,1246,1380,1137,1200,1064,1702,571.6174,1195,267.8739,2272,1079,2416,411.5547,2035,981,627,651,1653,1491,434.2295,1746,1334.643,720,1119,1020,799,1122.497,632,1339.681,2193,1095,378.3794,688,460.3208,556.9474,118.4273,1397,613,1299,474.5474,2712,1977,207.4895,1128,648,517.2508,808,771,545.3081,726,484.2127,284.7354,2357,546.9454,119.3267,355.8298,833,145.6078,912,172.364,384.6952,85.5428,389.2955,331.6576,725,535.5138,394.8755,568.8785,328.6724,457.9783,267.6933,271.8715,614.2624,195.5856
"11",11,"Factor #11",4.086,101,137.4184,454.9584,460.7145,845,809,1224.619,502,867,758.9757,1152.201,650.3127,1141.689,662.3801,577.866,532.6435,1938.252,1045.687,406.1014,237.3702,499.7891,338.2739,383.7099,291.8405,128.6598,543.8257,1250.467,693,1384.597,1404.354,1159.38,1279.13,1197.629,1593,571.6174,1213.737,267.8739,2246.975,560,2413.644,411.5547,2068.283,1123.587,1130,981,1771.446,616,434.2295,1792,564,747.8658,1144.035,1038.375,655,1122.497,521,880,726,1122.094,378.3794,843.8533,460.3208,556.9474,118.4273,1449.493,720.681,1324.84,474.5474,2759.064,1164,207.4895,616,829.7444,517.2508,912.2833,854.9555,545.3081,742.56,484.2127,284.7354,659,546.9454,120.4297,355.8298,963.9519,146.5429,940.3691,96.03215,384.6952,101.8757,389.2955,331.6576,764.2962,535.5138,394.8755,568.8785,328.6724,457.9783,267.6933,271.8715,638.2189,149.7044
"12",12,"Factor #12",4.0867,101,137.4184,454.9584,460.7145,1416.296,1189.509,1157.532,1003.027,940.7168,749.5409,1108.976,617.8672,1078.387,662.3801,577.866,532.6435,1916.817,988.6001,374.5797,237.3702,462.963,338.2739,383.7099,291.8405,147.149,543.8257,746,1090.164,1266.685,1245.231,730,1304.384,1084.977,1644.045,571.6174,1118.21,267.8739,2251.721,1138.686,2413.644,411.5547,2068.283,1000.06,1151.322,1008.799,1754.806,1491,434.2295,1748.192,1178.113,747.8658,1118.96,665,521,1122.497,645.5771,1296.931,2922.562,1045.833,378.3794,788.6794,460.3208,556.9474,35.08664,1449.493,710.681,1232.275,434.1996,2757.06,1405.965,149.7649,1170.725,810.3531,517.2508,841.7615,816.5642,481.395,742.56,458.5605,284.7354,2226.353,496.1193,48.25353,355.308,863.5606,87.43385,940.3691,61.20578,384.6952,83.1269,389.2955,331.6576,738.2962,504.3833,394.8755,542.6176,328.6724,457.9783,186.0811,271.8715,493.4847,193.627
"13",10,"Factor #10",4.0882,101,137.4184,454.9584,460.7145,949,1032,1157.532,1037.505,655,612,1152.201,605,1036,662.3801,535,532.6435,1591,1045.687,406.1014,237.3702,499.7891,338.2739,383.7099,291.8405,104.3826,543.8257,1250.467,612,1385.771,1403.275,856,629,974,1495,571.6174,1213.737,267.8739,1072,1138.686,2458.644,411.5547,1534,1123.587,941,962,1771.446,913,434.2295,1792,1334.643,549,1144.035,1038.375,684,1122.497,678.7945,880,2938,817,378.3794,726,460.3208,556.9474,118.4273,1397,720.681,1292,474.5474,863,1809,207.4895,1098,813,517.2508,808,584,545.3081,742.56,484.2127,284.7354,2355,546.9454,119.7266,355.8298,963.9519,145.5691,724,172.364,384.6952,101.8757,389.2955,331.6576,764.2962,535.5138,394.8755,568.8785,328.6724,457.9783,267.6933,271.8715,638.2189,147.0712
"15",16,"Factor #16",4.2919,101,60.65217,342.1052,367.2383,571,657,567.2651,497.1795,494.0927,542.6664,943,455.9431,739,481.0401,371.336,401.2117,1526,639,368.4208,177.5598,554,267.3238,518,219.0283,111.9389,331.234,960,542,609,819,402.3635,686.2366,517,432.1375,198.342,784,153.663,715,957,1084,397.5788,496.54,1041,651,803,850,476.6856,359.034,713,597,348.3722,688,583,436.4113,520,415.3426,750,1401,554,161.4485,801,179.607,225.4991,53.42916,616,434.2058,501,175.2288,1002,948,221.7833,695,638.8094,375.65,556,718,404.023,433.2875,361.5315,123.4302,1118,490.9649,118.2609,334.024,594,145.8447,480.5286,211.4825,520.1526,91.71323,222.5603,164.0919,422.4937,365.3549,182.1005,555,249.738,684.5149,169.6219,108.9897,334.7032,138.7046
"17",15,"Factor #15",4.295,101,60.65217,342.1052,367.2383,604,619,567.2651,497.1795,494.0927,521,927,455.9431,1086,481.0401,371.336,401.2117,1549,642,368.4208,177.5598,687,267.3238,617,219.0283,111.9389,331.234,1013,546,735,685,402.3635,647,518,432.1375,198.342,1064,153.663,754,1043,1075,397.5788,496.54,1039,533,1179,892,476.6856,359.034,890,663,348.3722,561,690,436.4113,508,415.3426,649,1631,596,161.4485,802,179.607,225.4991,53.73913,531,434.2058,575.2449,175.2288,1353,898,221.7833,615,617,375.65,546,673,404.023,433.2875,361.5315,123.4302,1316,490.9649,118.2609,334.024,612.5387,145.8447,480.5286,211.4825,501,91.71323,222.5603,164.0919,422.4937,365.3549,182.1005,658,249.738,640,169.6219,108.9897,334.7032,138.7046
"18",17,"Factor #17",4.2966,101,60.65217,342.1052,367.2383,519,565,567.2651,497.1795,494.0927,536.8403,943,455.9431,846,481.0401,371.336,401.2117,1319,678.5835,368.4208,177.5598,710.7694,267.3238,617,219.0283,111.9389,331.234,971,516,830,695,402.3635,539,594.1294,432.1375,198.342,883,153.663,721,1043,756,397.5788,496.54,827,691.8413,916,603,476.6856,359.034,667,589,348.3722,531,636,436.4113,544.4917,415.3426,604,1631,616.9429,161.4485,801,179.607,225.4991,53.73913,628,434.2058,575.2449,175.2288,1272,652,221.7833,727.9348,638.8094,375.65,577.9963,736.573,404.023,433.2875,361.5315,123.4302,1054,490.9649,118.2609,334.024,612.5387,145.8447,480.5286,211.4825,520.1526,91.71323,222.5603,164.0919,422.4937,365.3549,182.1005,682.038,249.738,684.5149,169.6219,108.9897,334.7032,138.7046
"19",18,"Factor #18",4.2969,101,60.65217,342.1052,367.2383,673.8645,694.6137,567.2651,497.1795,494.0927,542.6664,816,455.9431,756,481.0401,371.336,401.2117,726,678.5835,368.4208,177.5598,710.7694,267.3238,501,219.0283,111.9389,331.234,1015,629.0912,793,582,402.3635,686.2366,594.1294,432.1375,198.342,710,153.663,504,1066,571,397.5788,496.54,717,691.8413,942,882.6333,476.6856,359.034,596,541,348.3722,713.0214,524,436.4113,544.4917,415.3426,802.813,1456,616.9429,161.4485,828.1788,179.607,225.4991,53.61497,672.4204,434.2058,575.2449,175.2288,732,535,221.7833,727.9348,638.8094,375.65,577.9963,736.573,404.023,433.2875,361.5315,123.4302,629,490.9649,118.2609,334.024,612.5387,145.8447,480.5286,211.4825,520.1526,91.71323,222.5603,164.0919,422.4937,365.3549,182.1005,587,249.738,684.5149,169.6219,108.9897,334.7032,138.7046
"20",19,"Factor #19",4.2971,101,60.65217,342.1052,367.2383,562.8645,604.1789,529.8303,453.5708,472.658,420.2316,598,455.9431,837.1788,481.0401,371.336,401.2117,1032.471,577.4966,368.4208,177.5598,675.1173,267.3238,558.7902,219.0283,111.9389,331.234,990.4607,582.8304,525.677,730.1608,397.1027,617.7584,594.1294,432.1375,198.342,841.8653,153.663,655.1719,613,615.9885,397.5788,454.3661,704,655.537,1034.144,750.8072,467.3378,359.034,818.125,618.3977,348.3722,701.4562,542.9813,393.4547,458.4482,415.3426,684.6391,503,599.5516,161.4485,826.2658,179.607,225.4991,53.25484,552.8552,434.2058,575.2449,175.2288,542,983.2762,221.7833,566.014,485.5485,375.65,552.9963,736.573,404.023,433.2875,361.5315,123.4302,1047.49,490.9649,118.2609,334.024,612.5387,145.8447,480.5286,211.4825,520.1526,91.71323,222.5603,164.0919,422.4937,365.3549,182.1005,610.2119,249.738,630.1236,169.6219,108.9897,334.7032,138.7046
"21",21,"Factor #21",4.91,101,12.55464,218.8072,200.4833,13.10608,56.44032,64.09321,113.7885,122.6272,171.88,12.08941,261.8056,46.52174,131.448,244.5167,210.3694,93.20144,30.40573,313.6211,15.54921,403.2835,385.394,238.0417,54.83604,60.23186,730,127.6139,25.62118,62.82609,43.91304,59.04473,13.69084,82.91304,19.59403,10.60844,63.82781,6.881082,92.91223,57.02712,27.64034,86.7391,8.777691,13.23222,93.33808,75.93367,113.9303,29.47521,115.1851,342.2391,353.0681,108.255,82.80967,233.6471,126.6454,80.95211,130.6693,127.5312,210.4434,269.5985,9.19788,197.6009,34.37171,15.8006,42.31611,209.273,251.9751,160.3139,34.23992,301.7983,43.0225,23.22001,489.4261,533,176.1797,169.0402,307.0865,253.5569,126.7705,212.4768,43.85317,558,687,44.82527,447.2152,335.0141,32.41247,405.6329,213.7176,171.1794,42.58659,127.8651,10.50634,517,398.7954,73.16169,358.405,378.2889,195.1494,27.13773,37.84679,560,17.44307
"22",22,"Factor #22",4.9112,101,14.95797,218.8072,200.4833,16.44854,14.14549,63.91929,113.7885,87.93157,171.88,12.64757,260.6751,46.52174,131.448,244.5167,210.3694,46.72295,30.81717,313.6211,17.09191,403.2835,385.394,238.0417,12.6117,60.23186,727,127.6139,18.61835,62.82609,43.91304,24.14751,53.15805,82.91304,25.08153,11.961,64.65721,7.613005,92.91223,28.66384,20.83516,86.7391,7.596023,42.06666,93.33808,76.33004,113.9303,9.934284,98.92419,342.2391,334.7638,108.255,82.80967,233.6471,129.9541,83.3869,130.6693,127.5312,220.0147,269.5985,10.33947,189.2096,27.764,16.68993,42.32832,209.273,247.8012,160.3139,8.669823,301.7983,43.09134,9.001466,442.8174,535.6039,176.1797,161.5619,307.0865,256.9352,126.7705,212.4768,16.33125,602.6372,585,16.84321,447.2152,335.0141,30.30885,405.6329,213.7176,171.1794,42.69959,127.8651,11.44192,526,398.7954,73.88113,358.405,362.5393,195.1494,26.59657,18.89347,610,26.41887
"23",26,"Factor #26",5.1297,101,55.70873,496.6957,485.2609,633.6957,534.1304,557,494.6522,560.5652,524,602,484.2174,634,424.087,428.0435,566.1812,708.4951,854,403.7391,276.6087,622.5652,409.5127,372.8261,320.3913,344.7391,751.6957,561.8261,465.7391,656.2174,601.913,540.2609,694.6522,455.4348,701.756,424.3043,434.2609,132.9565,626.0065,485.3043,813,208.3043,800.5772,468.2174,555.913,454.5652,640.2609,743.6876,210,532.3478,483.6087,408.087,561.7826,469.3043,485.0435,687.9565,380.3043,538.4348,692.7952,552.6522,307.6087,513.6522,414.8696,336.4348,70.47826,611.1739,457.6957,569.0435,318.8261,669,617.8696,334.1304,622,525.5217,395.5217,517.6957,489.7826,464.5217,514.6957,308.3913,307.3043,866.6976,707.7044,318.081,434.0384,522.1739,31.23794,780.913,38.42721,248.7391,50.88115,334.3478,259.5207,758.7391,510.7826,303.5652,570.8696,210.5651,407,320.7826,340.3913,884.6957,281.6087
"24",23,"Factor #23",5.1298,101,55.87112,496.6957,485.2609,634,534.1304,554,494.6522,561,553.2609,606,484.2174,635,424.087,428.0435,569.5644,708.4951,899,403.7391,276.6087,622.5652,412.3029,372.8261,218.1739,344.7391,751.6957,562,505.5217,700,601,540,659,455.4348,727,424.3043,434.2609,132.9565,603,485.3043,1100,208.3043,760,468.2174,556,454.5652,722,693,210,532.3478,483.6087,408.087,561.7826,469.3043,485.0435,688,380.3043,549,708,538,307.6087,514,414.8696,336.4348,70.47826,611,457.6957,569,318.8261,808,949,334.1304,622,525.5217,395.5217,517.6957,489.7826,464.5217,515,308.3913,307.3043,820,682.7736,313.0482,383.0554,522,183.4598,734,158.6087,248.7391,48.213,292.5357,261.0069,758.7391,510.7826,303.5652,571,213.5679,407,320.7826,340.3913,884.6957,281.6087
"25",24,"Factor #24",5.1299,101,56.34753,496.6957,485.2609,633.6957,505.4348,554.3043,494.6522,560.5652,553.2609,632,483.0435,552,424.087,428.0435,551.0435,708.4951,898.8261,403.7391,276.6087,622.5652,414.2558,345.1304,320.3913,344.7391,751.6957,595,493.4783,591,601.913,540.2609,658.7391,455.4348,633,424.3043,434.2609,132.9565,579,485.3043,1022.261,208.3043,733,468.2174,555.913,454.5652,721.5652,668,210,502.6522,483.1304,408.087,521.1739,469.3043,485.0435,635.913,380.3043,549.0435,740.4039,552.6522,301.0435,513.6522,414.8696,336.4348,70.47826,611.1739,457.6957,569.0435,318.8261,802,897,334.1304,608.3043,525.5217,395.5217,517.6957,489.7826,464.5217,514.6957,308.3913,307.3043,993.0019,609.7489,298.1738,436.2649,522.1739,185.2062,796.087,158.6087,248.7391,48.43651,291.7868,262.167,758.7391,496.0435,303.5652,570.8696,362.6522,407,311.7391,340.3913,884.6957,281.6087
"26",27,"Factor #27",5.1316,101,55.97832,446.4783,485.2609,560.7391,505.4348,467.4348,464.087,460.5217,427.2609,606.1739,403.2174,552.1304,399.8696,428.0435,551.0435,681.669,746.4348,389.3043,262.3913,623,408.1739,365.1739,302.9565,338.2609,751.6957,440.3043,505.5217,578.2174,537.3043,470.6522,577.6087,455.4348,562.4951,379.1304,434.2609,94.04348,626.0065,461.8261,741.5652,208.3043,800.5772,468.2174,555.913,420.7391,531.2174,737.4268,201.913,465.913,353.5652,351.9565,521.1739,408.8261,377.5652,687.9565,344.7391,538.4348,751.7952,552.6522,252.0435,413.1739,366.7391,328.8261,70.47826,492.6087,457.6957,523.5217,318.8261,728.4751,617.8696,297.5652,550,413.6957,394.1304,511.4348,489.7826,464.5217,463.5217,308.3913,307.3043,850,633.7795,262.4619,426.8493,506.913,183.7826,588.1304,158.6087,248.7391,69.13409,319.913,258.8696,758.7391,510.7826,303.5652,563.3043,319.5652,407,291.8696,340.3913,835.3043,281.6087
"27",25,"Factor #25",5.1356,101,56.58464,496.6957,457.2609,560.7391,534.1304,467.4348,494.6522,520.2174,494.6957,636.6957,945.5495,696.4348,399.8696,428.0435,597.2872,678,651.0435,389.3043,262.3913,622.5652,390.3913,211.7826,302.9565,553.2821,1039.599,552.8261,441.6087,656.2174,503.2174,539,577.6087,455.4348,674.4081,400.2174,428.5217,118.6957,433.3544,350.5217,513.7391,208.3043,473.2294,356.3478,395.2609,420.7391,638.6522,737.4268,201.913,532.3478,392.1739,408.087,561.7826,408.8261,485.0435,522.0435,344.7391,517.2174,692.7952,536.2609,301.0435,413.1739,414.8696,269.2609,59.26087,525.1304,429.0435,548.5217,313.1304,728.4751,617.8696,334.1304,622,487.2747,394.1304,440.6522,471.7391,464.5217,474.8696,217.8696,285.3692,866.6976,10531.9,4759.746,2747.966,586.5703,297.1277,796,105.5217,212.4348,711.9955,951.0343,476.492,759,511,303.5652,563.3043,488.4575,407,291.8696,340.3913,884.6957,528.4911
"29",38,"Factor #38",5.1462,101,39.13883,1706.951,236.3478,214.6184,202.0766,140.851,133.8885,213.0748,180.142,53.56522,1962.83,38.25929,237.5028,478.2609,2085.939,316.0583,533,205.2174,64.04978,221.0214,1208,154.804,86.7409,1245.866,1927,213.5785,145.8095,82.78261,228.3008,182.1519,45.76498,114.3955,305.5849,74.08509,68.26087,21.29599,235.9378,102.9459,338.7547,73.66245,117.0613,16.83123,146.854,171.6291,210.1398,44.15967,65.78261,146.3913,503.3913,232.7024,29.78773,128.5049,175.1148,31.70496,82.20312,114.8984,252.8643,196.5579,181.3478,84.02245,59.67027,58.34783,43.9853,37.94434,152.981,102.2372,53.78261,278.0705,38.59265,538.5652,285.2999,1374.335,848.1739,373.9565,213.6786,990.1304,522.4348,217.6847,651.913,158.4607,21637.98,8508.005,7984.066,1380,691,788,199.5652,233.8696,1462.136,2092.849,1435.87,960.8261,705,252.9565,207.5222,1200.565,310.3913,132.9331,288.8696,1625.262,1145
"30",32,"Factor #32",5.1688,101,37.3719,2498,246.1739,43,58.24408,76.81621,97.6337,57.80537,101.5017,53.56522,2768,41.23182,213.4209,478.2609,2804,189.321,533,205.3043,106,48.52267,1763,147.9632,53.43478,2297,3111,95.56522,74.65217,80.88089,56.86957,50.17391,43.23948,75.13043,59.17174,71.13043,68.26087,82.13043,68.34783,64.81584,82.63429,49.56522,94.72552,47.19501,81.56522,48.69565,67.08696,51.05203,65.78261,287.8261,503.3913,197.3404,75.81395,48.82609,84.49065,59.6087,66.56522,85.41509,61.4431,71.13043,181.3478,46.73913,90.30435,86.13043,48.67912,72.21739,179.3852,86.34783,53.78261,55.30435,102.6087,538.5652,196.5136,1941,1103,373.9565,143.1956,1388,522.4348,200.433,561,69.1428,24936,13057,8967,1469,938,599.5652,177.7826,249.9565,2650,2734,1978,1317,622,252.9565,136.9401,1937,310.3913,122.449,288.8696,2335,1407
"31",34,"Factor #34",5.1767,101,37.3264,1779.821,246.1739,43,57.24269,75.58098,96.36345,57.72172,100.2469,53.56522,2768,27.76146,212.8073,478.2609,2804,569,533,205.3043,106,48.47425,1763,146.9902,53.43478,2297,3021,110.3913,74.65217,94.78261,56.86957,50.17391,66.47826,75.13043,59.16154,71.13043,68.26087,82.13043,68.34783,58.41545,86.30435,49.56522,91.89671,47.07906,81.56522,48.69565,67.08696,50.69523,65.78261,326.0435,503.3913,196.3152,75.45931,48.82609,83.04801,59.6087,66.56522,83.78039,44.59454,99.73913,181.3478,48,90.30435,86.13043,48.07301,140.7391,178.7504,86.34783,85.30435,79.73913,102.6087,538.5652,194.9675,1941,1194,373.9565,141.7621,1465,522.4348,199.8525,732,68.80004,24936,13057,7984.066,1521,824,599.5652,177.7826,249.9565,2650,2767,1355,586,569.6087,252.9565,135.7714,1334.652,310.3913,121.6377,288.8696,2335,1383
"32",36,"Factor #36",5.1957,101,37.28733,1779.821,246.1739,28.89205,88.76511,74.64075,95.92366,57.63939,99.23741,35.82609,1962.83,52.54217,212.6208,478.2609,2085.939,347.5028,533,205.3043,106,53.69682,1403,112.5655,30.0907,1645.388,796,110.3913,78.57974,113.2744,73.99939,56.78261,80.69184,75.13043,75.75838,89.26087,68.26087,82.13043,79.83131,59.31622,86.30435,67.37709,89.48449,74.47716,81.56522,72.61269,70.56276,83.81549,73.69565,823,503.3913,157.127,76.0301,69.91715,81.79328,81.44042,96.78261,87.13043,88.17632,99.73913,181.3478,48.22449,90.30435,86.13043,68.3771,140.7391,178.4044,86.34783,85.30435,82.27723,102.6087,599,532,1374.335,873.2174,373.9565,140.9884,1452,522.4348,199.7678,651.913,68.86408,21637.98,13057,7835.354,1009,569,599.5652,177.7826,229.913,703,2767,1435.87,960.8261,569.6087,252.9565,92.20654,1334.652,310.3913,121.7802,288.8696,1625.262,1056
